cell_id,global_cycle_index,discharge_cycle,ambient_temperature,capacity_Ah,soh_pct,n_points,discharge_time_s,V_start,V_end,V_avg,V_min,V_max,I_abs_avg,I_discharge_avg,T_start,T_avg,T_max,T_rise,cumQ_calc_Ah,V_10s,V_30s,V_60s,V_120s,T_60s,T_120s,V_drop_10s,V_drop_30s,V_drop_60s,V_drop_120s,dV_dt_avg,T_rise_60s,T_rise_120s,time_to_3p7V_s,time_to_3p6V_s,time_to_3p5V_s,time_to_3p4V_s,time_to_3p3V_s,health_label,Re_ohm,Rct_ohm,matched_impedance_global_index
B0005,22,11,24.0,1.8246195526864504,91.23097763432251,189,3530.25,4.188916055911241,3.2662755750614747,3.549292319740949,2.4724483018527317,4.188916055911241,1.863423718930417,1.8634019486126228,24.43671599422777,32.15709350345252,38.54143406601644,14.104718071788671,1.8302235207232738,4.188476220050243,4.046193986519418,3.9599279961667175,3.918824259166287,24.687631190959937,25.275282516063374,0.0004398358609982722,0.14272206939182297,0.2289880597445233,0.27009179674495387,-0.00026135273163367076,0.25091519673216567,0.8385665218356024,891.672,1407.125,2154.453,2861.484,3075.172,Good,0.04466870036616091,0.06945627304536996,41
B0005,25,12,24.0,1.8142019357673917,90.71009678836958,187,3491.016,4.189876247266316,3.296199859463087,3.559759220648976,2.64956413267546,4.189876247266316,1.8730031464912946,1.8729859783895941,24.7443285138996,32.36407129853099,38.52197451768004,13.777646003780443,1.8198287433547042,4.18935331697949,4.049472165220419,3.9624468755335855,3.9215816462276667,24.998848406557535,25.584121444938386,0.0005229302868254848,0.1404040820458965,0.22742937173273026,0.2682946010386491,-0.00025599320879744715,0.2545198926579353,0.8397929310387866,892.125,1406.688,2154.657,2861.563,3055.75,Good,0.04466870036616091,0.06945627304536996,41
B0005,27,13,24.0,1.8137521577549054,90.68760788774527,186,3470.281,4.189286794768804,3.2717574155336004,3.558081969139198,2.5724981777366227,4.189286794768804,1.8826602424674959,1.8826348733917897,24.736639099532358,32.3181954403762,38.582485834057856,13.845846734525498,1.8193228667676684,4.188788148203587,4.048401606838768,3.9620474010688516,3.921363714350462,24.99458728033066,25.569508129561488,0.0004986465652168093,0.1408851879300359,0.22723939369995216,0.2679230804183419,-0.0002643962777755471,0.2579481807983015,0.8328690300291299,891.984,1407.375,2154.719,2861.063,3055.172,Good,0.04466870036616091,0.06945627304536996,41
B0005,29,14,24.0,1.8134404914735822,90.67202457367911,186,3470.0,4.188837765892728,3.2648550840850254,3.555692244172496,2.5249886697730286,4.188837765892728,1.8825977111170087,1.882567249376687,24.44798340505406,32.15709029211502,38.520294134873915,14.072310729819854,1.819021260154071,4.188415089336619,4.046821541557163,3.9608582972203434,3.919872984255739,24.71019613518002,25.297221616079977,0.00042267655610928045,0.14201622433556516,0.22797946867238483,0.26896478163698934,-0.0002662774299157645,0.2622127301259596,0.8492382110259165,891.422,1406.641,2135.422,2860.828,3054.937,Good,0.04466870036616091,0.06945627304536996,41
B0005,31,15,24.0,1.8025980036306504,90.12990018153252,185,3450.297,4.189110301768517,3.309111201518355,3.562746818017503,2.694621861688723,4.189110301768517,1.8818235264274379,1.8818085209767295,24.47211924021532,32.04407000314609,38.21358592965045,13.741466689435129,1.808190601623193,4.188635581533175,4.047549032830471,3.9613961892321132,3.920408456817586,24.734477637879277,25.312113725815333,0.0004747202353421187,0.14156126893804633,0.22771411253640395,0.2687018449509311,-0.0002550502464715826,0.26235839766395586,0.8399944856000126,891.438,1406.938,2135.359,2841.891,3055.453,Good,0.04466870036616091,0.06945627304536996,41
B0005,33,16,24.0,1.80210690024615,90.10534501230751,184,3429.407,4.18921207304098,3.2881490528689254,3.5614521756489204,2.64010141737067,4.18921207304098,1.892259778387913,1.8922229534457922,24.325417128823222,31.931593674911532,38.1983618706913,13.872944741868078,1.8076844892959651,4.188706604521905,4.048979433475338,3.9610887591768438,3.9202432812627004,24.595576772438722,25.174977177110097,0.0005054685190746255,0.14023263956564147,0.2281233138641361,0.2689687917782795,-0.00026274601415698234,0.27015964361550004,0.8495600482868753,892.141,1388.453,2134.563,2840.766,3053.813,Good,0.04466870036616091,0.06945627304536996,41
B0005,35,17,24.0,1.802579500826209,90.12897504131045,183,3409.484,4.188899969428112,3.260754100903525,3.5603420474985823,2.5739035098380962,4.188899969428112,1.9027782137498737,1.902770567226807,24.3625933569109,31.941655359029298,38.31926916027133,13.956675803360433,1.808214701450353,4.188483063653011,4.047817668662093,3.9613250388796675,3.9203082791131347,24.61278374644707,25.19192675826531,0.00041690577510156146,0.14108230076601913,0.2275749305484447,0.2685916903149774,-0.0002722247321074354,0.2501903895361721,0.8293334013544111,892.219,1388.672,2117.031,2841.766,3035.328,Good,0.04466870036616091,0.06945627304536996,41
B0005,37,18,24.0,1.8030683142834096,90.15341571417048,182,3390.422,4.188779799856791,3.2294668217844102,3.5591189041401865,2.4942396831720126,4.188779799856791,1.9133470605822436,1.9133470605822436,24.382419922756025,31.965008645476725,38.4787542519308,14.096334329174777,1.808641165126713,4.188460597084877,4.047745569466483,3.9613252879651677,3.920201758446834,24.641459726545897,25.220144950250578,0.0003192027719141066,0.14103423039030805,0.22745451189162313,0.268578041409957,-0.0002829479569423454,0.25903980378987157,0.8377250274945531,892.265,1389.375,2116.844,2822.812,3036.078,Good,0.04466870036616091,0.06945627304536996,41
B0005,39,19,24.0,1.8027776247196041,90.13888123598021,182,3390.281,4.189272591516219,3.224378894859077,3.557886771846508,2.4556793246645583,4.189272591516219,1.9132081421080984,1.913184176328126,24.361449262276754,31.966241678512723,38.54659017774874,14.185140915471987,1.8083587800705259,4.1888401573141465,4.047857254636105,3.961512352166397,3.920364033240729,24.610962931968803,25.201963072478126,0.00043243420207250693,0.14141533688011432,0.22776023934982215,0.26890855827549,-0.0002846058178236973,0.2495136696920497,0.8405138102013723,891.797,1388.063,2116.219,2822.391,3035.625,Good,0.04466870036616091,0.06945627304536996,41
B0005,42,20,24.0,1.8470259949329193,92.35129974664596,192,3591.734,4.187614060563439,3.2587403321633976,3.5520375235511907,2.632142800798914,4.187614060563439,1.8554552597994574,1.8554004171785274,24.558714742953534,32.37143341978575,38.44749852224995,13.888783779296418,1.8526221867562747,4.187141816251826,4.045998280801984,3.9597088826021127,3.9189029196353906,24.845660943753717,25.451732274985822,0.0004722443116129682,0.14161577976145434,0.22790517796132592,0.26871114092804804,-0.0002586142872495683,0.28694620080018396,0.8930175320322888,910.234,1426.062,2192.437,2919.703,3114.375,Good,0.04466870036616091,0.06945627304536996,41
B0005,46,21,24.0,1.847417311283644,92.3708655641822,190,3552.297,4.1876287811083985,3.2180462147957645,3.5525668436897124,2.5027764692056795,4.1876287811083985,1.8747434663359825,1.87472149682554,24.92210633449132,32.70024990461686,38.992275791716615,14.070169457225294,1.8530033021629042,4.1874038718919575,4.0480499577491535,3.961911553976679,3.921763254961549,25.20849262119386,25.811859381137207,0.00022490921644102713,0.13957882335924499,0.2257172271317196,0.26586552614684944,-0.0002729452425606964,0.2863862867025375,0.8897530466458861,910.516,1444.391,2211.641,2920.422,3115.266,Good,0.044843430573346096,0.0679720560130687,45
B0005,50,22,24.0,1.8361774213478947,91.80887106739473,189,3531.578,4.187447226312926,3.2573096268397737,3.556794038327039,2.617507742871704,4.187447226312926,1.8738792670691689,1.8738532399287768,24.56596639952811,32.32266411829938,38.51424197364312,13.948275574115005,1.8418053253944686,4.187167291519814,4.047223827852261,3.9609824993481335,3.9204370117348204,24.846253094229894,25.44725250446329,0.00027993479311216873,0.14022339846066512,0.2264647269647928,0.2670102145781059,-0.00026337733428885123,0.2802866947017826,0.8812861049351781,910.985,1426.516,2193.657,2901.328,3115.172,Good,0.04510114851143001,0.06852832896000328,49
B0005,54,23,24.0,1.8257807475776242,91.2890373788812,187,3492.907,4.187344026387161,3.2802567474945943,3.5614100044534203,2.694074478000972,4.187344026387161,1.883276367037806,1.8832349568962445,24.21658146702539,31.98795810666763,38.165816144899125,13.949234677873736,1.8314278954161134,4.186971977779776,4.046525869430083,3.9599736894794115,3.91918575959143,24.51163901717129,25.12101460015894,0.0003720486073852669,0.1408181569570779,0.22737033690774977,0.2681582667957314,-0.00025969408257722494,0.29505755014590207,0.9044331331335513,892.157,1407.719,2173.625,2901.438,3096.328,Good,0.044172075577171746,0.06804449516996176,53
B0005,58,24,24.0,1.8251136435078368,91.25568217539184,188,3511.594,4.187438187636325,3.2797654511586916,3.5566107947817986,2.6237674644021887,4.187438187636325,1.8733320556361162,1.87328562022931,24.054990657817566,31.894456524691385,38.16526203587147,14.110271378053906,1.8307189914402382,4.186950670991014,4.045312062983073,3.959314325145856,3.9185642416827213,24.349998977507024,24.955828159331993,0.0004875166453111035,0.14212612465325236,0.22812386249046934,0.26887394595360403,-0.0002584788379515496,0.2950083196894582,0.9008375015144274,892.031,1406.844,2154.359,2881.0,3094.938,Good,0.043786628196075913,0.06845021227072765,57
B0005,62,25,24.0,1.8255815042203762,91.2790752110188,184,3431.9370000000054,4.18774138117799,3.2050689156049863,3.5586742170266272,2.5010798299873738,4.18774138117799,1.9139789784762269,1.9139691768134084,24.028778234327,31.78039681801023,38.27549578575718,14.24671755143018,1.831162225044132,4.187266334038012,4.047041471688611,3.959733299716504,3.9189786381614087,24.312283509486644,24.918140721152565,0.00047504713997881254,0.1406999094893795,0.22800808146148643,0.26876274301658176,-0.00028633173207229695,0.2835052751596443,0.889362486825565,892.5,1407.4060000000027,2154.9689999999973,2881.8120000000054,3076.5149999999994,Good,0.04463932198878524,0.0683410113732366,61
B0005,66,26,24.0,1.8140311275083907,90.70155637541953,184,3431.125,4.188261122540052,3.276866922356563,3.564103182686905,2.6849988185249796,4.188261122540052,1.9031048926498,1.9030790824404493,23.93841461307264,31.688747146342205,37.982160799183106,14.043746186110464,1.8196102045669489,4.187660515729481,4.046698896256073,3.959870941730918,3.918966470247867,24.22215372019778,24.83493356560835,0.0006006068105710582,0.14156222628397863,0.22839018080913354,0.26929465229218463,-0.0002656254727482935,0.2837391071251396,0.8965189525357076,891.157,1387.891,2134.938,2861.032,3074.954,Good,0.043558785775475374,0.06868237655872211,65
B0005,70,27,24.0,1.8147691941158939,90.7384597057947,183,3412.406,4.187338767288234,3.2311300277309924,3.559588063594272,2.547109116468133,4.187338767288234,1.913471143750189,1.9134651089874903,23.811534187517502,31.596747992569153,38.11100191887773,14.299467731360231,1.8204017854996628,4.186969403877424,4.045300149852062,3.9586022779510635,3.917577879332953,24.098818780606084,24.721133121224497,0.00036936341080995305,0.14203861743617185,0.22873648933717083,0.2697608879552811,-0.00028021540800163926,0.28728459308858234,0.9095989337069952,873.656,1389.672,2136.39,2862.593,3056.953,Good,0.04526547818261783,0.0681437253042456,69
B0005,74,28,24.0,1.813969388710352,90.69846943551761,183,3410.688,4.187560306288175,3.2220257725268313,3.556833231052199,2.471314764334132,4.187560306288175,1.913620909902553,1.913620909902553,23.754765330883426,31.565586498787077,38.18831137948753,14.433546048604104,1.819557980042869,4.187129954535597,4.044819001437297,3.9584520889479293,3.9173341923116505,24.054801142501255,24.671650037634983,0.0004303517525778844,0.14274130485087788,0.22910821734024545,0.2702261139765243,-0.0002830908408395442,0.30003581161782833,0.9168847067515564,873.422,1388.188,2115.953,2841.422,3055.063,Good,0.044483715777434665,0.06782555719716843,73
B0005,78,29,24.0,1.802765665167823,90.13828325839116,183,3410.718,4.18805176248713,3.2900827937307877,3.5624410850948944,2.6613903306108773,4.18805176248713,1.9026476995844432,1.9026148370781748,23.79768342466196,31.59124667045208,37.998541119085836,14.200857694423874,1.8083304854429676,4.187588914415823,4.045980604351594,3.9591177158951405,3.9180471690079823,24.092049135058094,24.708428923171788,0.00046284807130714256,0.14207115813553628,0.22893404659198957,0.27000459347914774,-0.00026327857323775884,0.29436571039613213,0.9107454985098258,873.672,1369.906,2116.109,2841.312,3054.718,Good,0.04441416485910045,0.06885805241213436,77
B0005,82,30,24.0,1.804077040117352,90.2038520058676,182,3392.719,4.187667484260542,3.2511761852414898,3.5591407106855666,2.541762355407921,4.187667484260542,1.9130823665540544,1.9130722652089756,23.801300986918452,31.603485399391182,38.194201649765226,14.392900662846774,1.809663572394257,4.187553718246389,4.045947128741857,3.9587126807957205,3.9177555797030443,24.094546380486744,24.702954965741842,0.00011376601415324927,0.141720355518685,0.22895480346482167,0.2699119045574978,-0.00027602972690018014,0.2932453935682915,0.9016539788233899,873.891,1370.937,2099.141,2824.391,3037.891,Good,0.04453544590029642,0.06779434699116274,81
B0005,86,31,24.0,1.8518025516704486,92.59012758352243,371,3470.672,4.2010701773378685,3.249283482317545,3.5573161327793144,2.628919415830567,4.2010701773378685,1.9206226860865134,1.9206204016024628,23.78129749955371,31.91556385491565,38.45796400011448,14.67666650056077,1.8545375041669099,4.188975429814532,3.9918753545822154,3.9607711843682347,3.922584091709999,24.16204580309827,24.794604536381563,0.012094747523336835,0.20919482275565304,0.24029899296963375,0.27848608562786925,-0.0002742370051161053,0.3807483035445607,1.0133070368278538,899.781,1396.312,2136.625,2904.812,3111.062,Good,0.04610646564263781,0.07041083307756363,87
B0005,90,32,24.0,1.8307038456739428,91.53519228369714,365,3414.109,4.1996223345495824,3.260087599199005,3.561870782772737,2.6312552691827045,4.1996223345495824,1.9298947547733054,1.9298889203665313,24.204043411413554,32.081128118597164,38.49126351534004,14.287220103926483,1.8334070886540081,4.187599502736814,3.9943691182260874,3.963786237131604,3.9259001706382968,24.56744176730869,25.19633552302507,0.012022831812768864,0.20525321632349502,0.2358360974179785,0.2737221639112857,-0.0002751917807400342,0.3633983558951357,0.9922921116115155,900.078,1396.734,2146.0,2876.797,3083.031,Good,0.04646251600050638,0.06993774302336724,89
B0005,94,33,24.0,1.8199041089501267,90.99520544750634,363,3395.219,4.199853323702163,3.281146601420838,3.5617586337260088,2.654880745360911,4.199853323702163,1.929319271264108,1.9293098998723246,24.0063252333915,31.849792632896243,38.31473393357882,14.308408700187321,1.8226251343468796,4.188401190864386,3.993935154425301,3.9632170744672606,3.9249293237933314,24.358502139429532,24.99068066990454,0.011452132837776574,0.2059181692768619,0.23663624923490234,0.27492399990883154,-0.0002705883544717807,0.3521769060380322,0.984355436513038,881.469,1378.094,2118.078,2857.797,3064.015,Good,0.04772385451119983,0.06950417544214327,93
B0005,98,34,24.0,1.8093079637028517,90.46539818514259,362,3386.0,4.199103467081427,3.3093715201547558,3.5597307651083123,2.6749688422803803,4.199103467081427,1.923358415235126,1.92334470150272,23.53999092882516,31.465690433362017,37.861934640176806,14.321943711351647,1.812001608650322,4.187479551154038,3.9919898087622423,3.9607627422278204,3.92196648926011,23.915177053397535,24.510312868823338,0.011623915927389206,0.2071136583191846,0.23834072485360647,0.27713697782131685,-0.00026276785201614623,0.37518612457237666,0.9703219399981791,871.969,1359.016,2089.485,2829.828,3045.281,Good,0.04694022963323793,0.069661211991841,97
B0005,102,35,24.0,1.80460990458052,90.23049522902599,360,3368.187,4.199998536865001,3.295594467656429,3.5575937553540915,2.6159705726789904,4.199998536865001,1.9285088406920838,1.9284779193620463,23.566095747572557,31.40934895665031,37.90665575786083,14.340560010288275,1.8073158659016229,4.188042914788208,3.992459537431102,3.961197644925554,3.9222676578774798,23.933963857790573,24.56440812413269,0.011955622076793126,0.2075389994338992,0.2388008919394471,0.27773087898752147,-0.00026851361554705013,0.3678681102180157,0.9983123765601327,862.953,1350.14,2071.656,2811.969,3027.437,Good,0.04702798243208013,0.07112946749607083,101
B0005,106,36,24.0,1.7993770651972192,89.96885325986096,360,3368.266,4.19967522099872,3.317198245350349,3.5597237883937995,2.658447162110498,4.19967522099872,1.9231516515854177,1.9231477838774,23.978912001702884,31.902247475518077,38.34003238560517,14.361120383902286,1.8021004378136756,4.187245808217901,3.9930113107669305,3.961927446497072,3.923250662662149,24.347178804029067,24.975369819818884,0.012429412780818438,0.20666391023178932,0.23774777450164786,0.27642455833657076,-0.0002619974122139911,0.3682668023261826,0.9964578181159993,872.516,1350.344,2081.188,2811.672,3017.656,Good,0.047755380262671634,0.07167079612312527,105
B0005,110,37,24.0,1.7884432335370462,89.42216167685231,359,3358.719,4.1991847248803165,3.3478185065039905,3.559061771422033,2.6979426084271156,4.1991847248803165,1.9170640150939449,1.9170394895688763,23.757591205264927,31.649024294808623,38.0745950590744,14.31700385380947,1.7911583039972019,4.186598301876128,3.9917399939869838,3.9604599194822,3.9214807471224846,24.115176999569247,24.731329639748356,0.012586423004188774,0.2074447308933327,0.23872480539811658,0.27770397775783184,-0.0002534794421255026,0.35758579430432036,0.9737384344834297,853.406,1340.36,2052.11,2782.938,2998.563,Good,0.047022939446838434,0.06976696183555635,109
B0005,114,38,24.0,1.7829230484252723,89.14615242126361,357,3339.5,4.200012480335,3.3378219239048574,3.557015527748059,2.6617272246516333,4.200012480335,1.922067492364195,1.922058148709789,23.51454265913581,31.48874626238971,38.07252758016199,14.55798492102618,1.7856437803156087,4.18706336552208,3.9914441440343515,3.9597477927997167,3.920290553131061,23.903011106519266,24.529640772049397,0.012949114812919937,0.20856833630064875,0.24026468753528363,0.2797219272039393,-0.0002581795347896819,0.3884684473834561,1.0150981129135879,843.875,1321.61,2033.61,2764.11,2988.797,Good,0.046245370477528074,0.0719248993978976,113
B0005,118,39,24.0,1.7730337158018288,88.65168579009143,356,3331.265,4.1992373656547874,3.3643724793797882,3.5562481933590964,2.699288287625812,4.1992373656547874,1.9162697587781747,1.9162500204665813,23.282413018265935,31.329995610092634,37.80133585100446,14.518922832738525,1.7757491137892187,4.186449810874403,3.9899210754360244,3.9579281632521295,3.918200210056439,23.649734831955012,24.281568064546217,0.012787554780384625,0.20931629021876308,0.24130920240265796,0.2810371555983484,-0.0002506149724729192,0.36732181368907746,0.9991550462802827,834.828,1312.406,2015.046,2746.093,2970.765,Good,0.04618610336751238,0.07193787056034481,117
B0005,122,40,24.0,1.773037755078937,88.65188775394685,355,3321.188,4.1993957811187075,3.336014493650917,3.5532756526091784,2.6127932408838532,4.1993957811187075,1.922122706502154,1.922101362380026,23.439367870877128,31.569551201845574,38.39873985476869,14.959371983891565,1.7758185028850713,4.187391153392932,3.9901454495713513,3.958405993520687,3.9185844993190413,23.820609520860835,24.46288988880319,0.012004627725775485,0.20925033154735617,0.24098978759802048,0.2808112817996662,-0.00025996158226146497,0.381241649983707,1.0235220179260622,834.703,1303.0,2005.734,2736.25,2961.156,Good,0.04773737014313117,0.0703395836124857,121
B0005,126,41,24.0,1.7678721106662054,88.39360553331026,355,3321.844,4.1995786980260705,3.3556596279465505,3.556266431640255,2.6637064901468075,4.1995786980260705,1.9162735319343263,1.9162576604827612,24.020578317587123,32.111426258867944,38.74929237918251,14.72871406159539,1.7706131244646208,4.187794903937166,3.991643738899172,3.959943329639915,3.920460439854271,24.398524167824306,25.034409772456694,0.011783794088904287,0.20793495912689863,0.23963536838615562,0.27911825817179947,-0.00025405138533884193,0.3779458502371824,1.013831454869571,843.938,1312.329,2014.891,2736.297,2961.141,Good,0.04838334154876506,0.06973812701544792,125
B0005,130,42,24.0,1.7623150704093087,88.11575352046543,354,3311.828,4.199546957512695,3.3614901977112828,3.5563095420140822,2.6668454289754746,4.199546957512695,1.9159257340976645,1.91590335822472,24.256086319320033,32.271676011112376,38.87275464755104,14.616668328231007,1.7650672776492886,4.187898585072603,3.992099738425851,3.9604104343106203,3.9209881884231383,24.637536888927816,25.268809748571798,0.011648372440091315,0.2074472190868435,0.23913652320207435,0.27855876908955635,-0.00025304960275757436,0.38145056960778234,1.0127234292517642,843.969,1312.5,2005.625,2726.469,2951.234,Good,0.048037510039299486,0.07012511424776673,129
B0005,134,43,24.0,1.7676172924938447,88.38086462469224,179,3327.391,4.194091469340824,3.3469681219757663,3.558950851054106,2.684431051981017,4.194091469340824,1.9114464682592052,1.9114435474172546,23.99270220171187,31.842291659678658,38.503541429116005,14.510839227404134,1.7732275720505641,4.193865997256833,4.049462635915469,3.96167113627332,3.9190475947073034,24.28979474964438,24.906557321765227,0.00022547208399092966,0.14462883342535537,0.2324203330675041,0.27504387463352087,-0.0002545908633415964,0.2970925479325075,0.9138551200533556,835.531,1294.297,1982.437,2741.984,2973.781,Good,0.048086960073381944,0.0697134641311117,133
B0005,136,44,24.0,1.762668359743147,88.13341798715734,354,3312.078,4.200715235801255,3.37121004922177,3.5534418211598053,2.645224362345869,4.200715235801255,1.915844717074932,1.9158307084146737,23.828786239535976,31.759815453754253,38.27009094548294,14.441304705946965,1.7653961099683966,4.187537666536026,3.9922276282988274,3.959946225761233,3.919833389056667,24.188830442912653,24.827712564441946,0.013177569265228506,0.20848760750242734,0.24076901004002194,0.2808818467445877,-0.00025044856630172503,0.36004420337667753,0.9989263249059697,825.328,1293.75,1987.156,2708.265,2942.718,Good,0.04815104655957722,0.06772207819825936,137
